,animeID,episodes,airing,rank,popularity,members,favorites,reviewers,Animation_score,name,source,producers,genre,studio
5679,12437,1,FALSE,5510,4099,9274,18,4468,6.57,Yuri Seijin Naoko-san (2012),Manga,Aniplex,Comedy,ufotable
5680,12439,1,FALSE,5645,10425,446,0,96,6.54,Soukou Kihei Votoms: Vol.1 Stories of the 'A.T. Votoms',Unknown,unknown,Action,Sunrise
5681,12441,1,FALSE,5761,10489,433,0,89,6.51,Soukou Kihei Votoms: Vol.2 Highlights of the 'A.T. Votoms',Unknown,unknown,Action,Sunrise
5682,12445,12,FALSE,663,336,244386,3313,118848,7.93,Tasogare Otome x Amnesia,Manga,Square Enix,Horror,Silver Link.
5683,12447,6,FALSE,7184,4182,8793,3,2978,6.16,Ben-To Picture Drama,Light novel,AT-X,Comedy,David Production
5684,12449,6,FALSE,6774,2969,18979,10,8546,6.27,Maken-Ki! Specials,Manga,AIC,Ecchi,unknown
5685,12451,1,FALSE,10958,12453,182,0,23,4.52,Gattai Robot Atranger,Unknown,AIC,Mecha,unknown
5686,12455,4,FALSE,4868,5106,5400,4,2089,6.71,Yuu?Yuu?Hakusho: Mu Mu Hakusho,Manga,unknown,Comedy,Studio Pierrot
5687,12461,13,FALSE,4141,1242,74993,375,30547,6.87,Hiiro no Kakera,Visual novel,Bandai Visual,Fantasy,Studio Deen
5688,12467,13,FALSE,2326,639,147050,1354,71693,7.34,Nazo no Kanojo X,Manga,Starchild Records,Romance,Hoods Entertainment
5689,12471,24,FALSE,4463,1308,70619,184,30247,6.79,Eureka Seven AO,Manga,Bandai Visual,Action,Bones
5690,12477,1,FALSE,394,612,153794,964,74767,8.14,Sakasama no Patema,Original,Directions,Sci-Fi,Studio Rikka
5691,12481,25,FALSE,4327,8825,1011,6,486,6.82,Gregory Horror Show: The Second Guest,Original,VAP,Mystery,Milky Cartoon
5692,12483,26,FALSE,5743,9144,850,5,381,6.51,Gregory Horror Show: The Last Train,Original,VAP,Mystery,Milky Cartoon
5693,12485,12,FALSE,7648,9612,664,1,289,6.02,Gregory Horror Show: The Bloody Karte,Original,VAP,Mystery,Milky Cartoon
5694,12487,13,FALSE,1262,1462,61262,329,28067,7.64,Kyoukaisenjou no Horizon II,Light novel,Bandai Visual,Action,Sunrise
5695,12497,1,FALSE,6466,11567,255,1,99,6.34,Garakuta-doori no Stain: Epilogue,Unknown,unknown,Comedy,unknown
5696,12499,1,FALSE,4318,8250,1325,1,560,6.82,Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,Manga,unknown,Comedy,Shin-Ei Animation
5697,12501,1,FALSE,8751,4945,5863,7,3017,5.58,Ai Mai! Moe Can Change!,Game,Frontier Works,Comedy,unknown
5698,12503,10,FALSE,5020,1884,42492,80,20999,6.67,Mirai Nikki (TV): Ura Mirai Nikki,Manga,unknown,Action,Asread
5699,12505,1,FALSE,4272,2708,22720,9,12263,6.83,C³: Rikan Gakkou Confussion!,Light novel,unknown,Action,Silver Link.
5700,12521,1,FALSE,9413,10545,421,1,229,5.24,Tentoumushi no Otomurai,Original,unknown,Music,unknown
5701,12529,1,FALSE,13261,13089,147,0,19,5.95,Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,Unknown,unknown,Action,Studio Gallop
5702,12531,12,FALSE,151,412,210824,4888,101440,8.43,Sakamichi no Apollon,Manga,Dentsu,Drama,Tezuka Productions
5703,12549,12,FALSE,4241,320,255584,701,133619,6.84,"Dakara Boku wa, H ga Dekinai.",Light novel,Geneon Universal Entertainment,Comedy,feel.
5704,12561,1,FALSE,9390,9532,694,0,351,5.25,Benkei tai Ushiwaka,Other,unknown,Action,unknown
5705,12565,1,FALSE,4137,1383,66398,97,34299,6.87,Fate/Prototype,Original,Notes,Action,Lerche
5706,12569,1,FALSE,7600,10758,377,0,109,6.04,Himitsu no Akko-chan (Movie),Unknown,unknown,Magic,Toei Animation
5707,12579,6,FALSE,6717,5305,4908,0,1369,6.28,Itsuka Tenma no Kuro Usagi Picture Drama,Light novel,unknown,Comedy,Zexcs
5708,12581,1,FALSE,6837,2122,34515,63,18923,6.25,Asa made Jugyou Chu!,Manga,Media Factory,Comedy,GoHands
5709,12585,2,FALSE,4425,6544,2896,6,1165,6.8,Inazuma Eleven Go: Tokubetsu-hen,Unknown,unknown,Sports,OLM
5710,12589,1,FALSE,7616,10638,400,3,90,6.03,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,Unknown,Group TAC,Adventure,unknown
5711,12591,3,FALSE,3712,8458,1206,1,274,6.99,Ojamajo Doremi OVA,Unknown,unknown,Kids,unknown
5712,12599,1,FALSE,9325,8498,1180,1,672,5.29,Ijime: Ikenie no Kyoushitsu,Manga,Shogakukan Productions,Drama,SynergySP
5713,12603,1,FALSE,8683,9733,623,1,314,5.62,Tora-chan to Hanayome,Original,unknown,Drama,unknown
5714,12611,26,FALSE,5845,2951,19165,24,4543,6.49,Sengoku Collection,Game,TV Tokyo,Fantasy,"""Brains Base"""
5715,12613,52,FALSE,12115,13458,129,0,19,5.63,Morizo to Kikkoro,Unknown,unknown,Kids,unknown
5716,12623,1,FALSE,3240,7293,2059,2,1255,7.11,Egomama,Unknown,U/M/A/A Inc.,Music,unknown
5717,12637,1,FALSE,2479,4032,9704,14,5268,7.3,"Mogyutto ""Love"" de Sekkinchuu!",Music,Lantis,Music,Sunrise
5718,12643,1,FALSE,11101,13688,117,0,12,5.75,Happening Star ?,Unknown,unknown,Comedy,unknown
5719,12651,58,FALSE,2692,6378,3099,27,1202,7.24,Danball Senki W,Game,unknown,Action,OLM
5720,12657,1,FALSE,7133,11101,321,0,73,6.18,Tongari Boushi no Memole: Marielle no Housekibako,Unknown,unknown,Fantasy,Toei Animation
5721,12659,1,FALSE,5181,8039,1454,1,907,6.64,Nisoku Hokou,Unknown,unknown,Music,unknown
5722,12661,1,FALSE,5921,8478,1194,1,736,6.47,Light Lag,Unknown,U/M/A/A Inc.,Music,unknown
5723,12663,1,FALSE,4728,9556,688,0,136,6.74,Patalliro! Stardust Keikaku,Unknown,unknown,Adventure,Toei Animation
5724,12665,1,FALSE,6753,3092,17514,21,7795,6.28,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",Unknown,Pony Canyon,Comedy,Doga Kobo
5725,12669,6,FALSE,2450,2640,23798,21,12366,7.3,Amagami SS+ Plus Specials,Unknown,unknown,Romance,AIC
5726,12671,1,FALSE,5413,2831,20919,8,11862,6.59,Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi,Game,TV Tokyo,Action,OLM
5727,12673,1,FALSE,2675,2357,29009,17,17059,7.25,Papa no Iukoto wo Kikinasai!: Pokkapoka,Light novel,unknown,Comedy,feel.
5728,12677,6,FALSE,7306,3583,12867,7,5964,6.13,Ozma,Original,WOWOW,Action,Gonzo
5729,12679,13,FALSE,1577,1267,73389,344,23051,7.53,Joshiraku,Manga,Starchild Records,Slice of Life,J.C.Staff
5730,12683,1,FALSE,6793,8345,1276,0,806,6.27,Yumeyume,Unknown,U/M/A/A Inc.,Music,unknown
5731,12685,1,FALSE,5735,1726,47843,43,25461,6.51,Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,Original,unknown,Comedy,Sunrise
5732,12689,1,FALSE,6517,9010,913,0,273,6.33,Kiss Dum R: Meguriahi,Original,Bandai Visual,Mecha,Satelight
5733,12695,2,FALSE,2752,2386,28296,79,15438,7.23,Tight-rope,Manga,unknown,Romance,PrimeTime
5734,12699,5,FALSE,4828,6034,3558,7,1333,6.72,Tales of Gekijou,Game,unknown,Comedy,Sunrise
5735,12709,3,FALSE,3102,5357,4787,3,1648,7.15,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,Game,unknown,Comedy,ufotable
5736,12711,13,FALSE,1896,1190,78564,628,38171,7.44,Uta no?Prince-sama? Maji Love 2000%,Visual novel,Showgate,Comedy,A-1 Pictures
5737,12715,7,FALSE,5192,7868,1577,1,528,6.64,The Hakkenden: Shin Shou,Novel,Pioneer LDC,Action,AIC
5738,12723,1,FALSE,8362,9187,831,0,192,5.75,Loups=Garous Pilot,Novel,Trans Arts,Thriller,Production I.G
5739,12725,1,FALSE,1286,5140,5289,1,1811,7.63,Initial D: Project D to the Next Stage - Project D e Mukete,Manga,OB Planning,Action,unknown
5740,12727,2,FALSE,3719,6997,2357,0,962,6.99,Thermae Romae Specials,Unknown,unknown,Comedy,DLE
5741,12729,2,FALSE,1916,644,145850,446,85021,7.43,High School DxD OVA,Light novel,Genco,Comedy,TNK
5742,12745,1,FALSE,4913,8701,1071,4,351,6.69,Bari Bari Densetsu (1987),Manga,unknown,Action,Studio Pierrot
5743,12753,25,FALSE,2245,2036,37279,40,16170,7.36,Phi Brain: Kami no Puzzle - Orpheus Order-hen,Original,NHK,Action,Sunrise
5744,12755,1,FALSE,7517,8279,1307,0,716,6.07,Mahoutsukai Jiji,Unknown,unknown,Music,unknown
5745,12759,12,FALSE,13711,13416,132,0,16,6.13,Zoku Zoku Mura no Obaketachi,Unknown,unknown,Fantasy,Toei Animation
5746,12763,38,FALSE,6360,10911,354,1,57,6.36,0-sen Hayato,Manga,P Productions,Historical,unknown
5747,12765,26,FALSE,13660,12002,215,0,24,6.13,Yuuyake Banchou,Unknown,unknown,Action,unknown
5748,12767,39,FALSE,13656,11887,223,0,31,6.26,Yuusei Kamen,Unknown,unknown,Sci-Fi,Eiken
5749,12769,4,FALSE,8767,9780,611,0,92,5.58,Yumemakura Baku Twilight Gekijou,Novel,Dynamic Planning,Horror,Studio Pierrot
5750,12771,130,FALSE,13617,12261,193,0,26,5.81,Youyou no Neko Tsumami,Unknown,unknown,Slice of Life,unknown
5751,12781,47,FALSE,13606,12937,155,1,20,4.95,Yoshimoto Muchikko Monogatari,Unknown,TV Tokyo,Comedy,Shin-Ei Animation
5752,12783,1,FALSE,4183,1391,65727,262,27778,6.86,Sora no Otoshimono Final: Eternal My Master,Manga,Nippon Columbia,Comedy,Production IMS
5753,12789,1,FALSE,9127,10755,379,0,167,5.41,Yasashii Lion,Picture book,Mushi Production,Fantasy,unknown
5754,12791,6,FALSE,13569,11977,216,1,22,5.68,Yankee Reppuu-tai,Unknown,unknown,Adventure,Toei Animation
5755,12793,39,FALSE,13567,13281,138,0,19,5.79,Yanbo Ninbo Tonbo,Unknown,Image Kei,Fantasy,unknown
5756,12795,2,FALSE,8186,10037,541,0,92,5.83,Yajikita Gakuen Douchuuki,Manga,unknown,Adventure,J.C.Staff
5757,12799,1,FALSE,13512,11091,323,0,17,5.59,Xevious,Game,KENMedia,Action,unknown
5758,12803,1,FALSE,9734,10100,520,0,258,5,Chinkoroheibei Tamatebako,Original,unknown,Kids,unknown
5759,12807,1,FALSE,13501,12556,176,0,20,5.85,Wonder-kun no Hatsu Yume Uchuu Ryokou,Unknown,Mushi Production,Adventure,unknown
5760,12809,30,FALSE,13499,12828,160,0,15,6.53,Wonder Bebil-kun,Unknown,Aniplex,Comedy,Radix
5761,12815,50,FALSE,574,1469,60580,754,10940,8,Shirokuma Cafe,Manga,TV Tokyo,Slice of Life,Studio Pierrot
5762,12823,2,FALSE,2915,3218,16178,17,5822,7.19,Shakugan no Shana III (Final) Specials,Unknown,unknown,Comedy,J.C.Staff
5763,12833,2,FALSE,13422,12713,166,0,18,5.83,Ushiro no Hyakutarou,Unknown,unknown,Horror,unknown
5764,12835,26,FALSE,13400,12163,202,0,22,6.45,Umeboshi Denka,Original,Tokyo Movie Shinsha,Comedy,unknown
5765,12851,1,FALSE,8184,10156,509,0,143,5.83,Ultraman USA,Other,Tsuburaya Productions,Action,unknown
5766,12857,1,FALSE,4692,4043,9617,6,2604,6.75,Star Driver the Movie,Original,Aniplex,Action,Bones
5767,12859,1,FALSE,254,785,122739,447,78628,8.3,One Piece Film: Z,Manga,Shueisha,Action,Toei Animation
5768,12861,1,FALSE,13401,13108,147,0,19,6.37,Umeboshi Denka: Uchuu no Hate kara Panparopan!,Unknown,unknown,Comedy,unknown
5769,12863,51,FALSE,4148,5339,4828,27,1531,6.87,Pretty Rhythm: Dear My Future,Game,unknown,Slice of Life,Tatsunoko Production
5770,12865,5,FALSE,9388,7367,1994,6,876,5.25,Ai wa KAT-TUN,Unknown,unknown,Comedy,unknown
5771,12867,1,FALSE,7174,6508,2935,2,874,6.17,Tsuki no Sango,Other,unknown,Drama,ufotable
5772,12875,39,FALSE,2308,3271,15711,68,6599,7.34,Ginga e Kickoff!!,Novel,NHK,Sports,TYO Animations
5773,12877,1,FALSE,7147,7034,2302,1,742,6.17,Bokurano: Tsuisou,Manga,unknown,Sci-Fi,Gonzo
5774,12879,1,FALSE,2770,3125,17168,11,8873,7.22,Dantalian no Shoka: Ibarahime,Light novel,TV Tokyo,Action,Gainax
5775,12881,4,FALSE,8020,9245,807,0,239,5.89,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,Visual novel,Radix,Comedy,unknown
5776,12883,12,FALSE,944,834,116067,2074,43990,7.78,Tsuritama,Original,Aniplex,Comedy,A-1 Pictures
5777,12885,3,FALSE,5480,9347,770,0,284,6.57,Dynamic Super Robots Soushingekki,Unknown,Bandai Visual,Action,unknown
5778,12887,96,FALSE,13381,11710,239,1,28,6.18,Uchuu Shounen Soran,Unknown,unknown,Action,Eiken
5779,12893,6,FALSE,667,1245,74894,122,41152,7.92,Danshi Koukousei no Nichijou Specials,Web manga,unknown,Comedy,Sunrise
5780,12895,1,FALSE,13382,12620,171,1,21,5.52,Uchuu Shounen Soran (Movie),Unknown,unknown,Action,Eiken
5781,12897,44,FALSE,13380,11392,276,0,28,6.21,Uchuu Patrol Hopper,Unknown,unknown,Sci-Fi,Toei Animation
5782,12899,1,FALSE,13368,11618,249,0,38,5.71,Ucchare Goshogawara,Manga,unknown,Martial Arts,J.C.Staff
5783,12901,1,FALSE,13363,12633,171,0,26,5.42,TWD Express Rolling Takeoff,Manga,unknown,Adventure,Studio Gallop
5784,12903,1,FALSE,13344,11868,227,0,35,6.97,Tsushima Maru: Sayounara Okinawa,Unknown,unknown,Historical,unknown
5785,12905,1,FALSE,6699,10328,467,0,130,6.29,Tsuki ga Noboru made ni,Unknown,OB Planning,Drama,unknown
5786,12907,3,FALSE,8231,6444,3013,4,1571,5.81,Sekiei Ayakashi Mangatan,Manga,unknown,Fantasy,unknown
5787,12917,1,FALSE,845,7122,2232,9,820,7.83,Madang-Eul Naon Amtalg,Book,MK Pictures,Adventure,Odolttogi
5788,12919,1,FALSE,9929,9207,826,3,427,4.8,Yoru no Hi,Unknown,unknown,Psychological,unknown
5789,12921,2,FALSE,5672,6137,3395,0,1782,6.53,Morita-san wa Mukuchi. Specials,4-koma manga,DAX Production,Comedy,Seven
5790,12929,97,FALSE,6035,2264,31199,143,11639,6.44,Saint Seiya Omega,Manga,Dentsu,Action,Toei Animation
5791,12935,1,FALSE,5553,7545,1839,3,1108,6.56,Utakata Hanabi,Unknown,Sony Music Entertainment,Music,Madhouse
5792,12951,12,FALSE,8553,10060,532,0,71,5.67,AWOL,Unknown,BeSTACK,Action,Studio Deen
5793,12963,52,FALSE,4470,7185,2162,16,482,6.79,Jewelpet Kira?Deco!,Original,TV Tokyo,Fantasy,Studio Comet
5794,12965,1,FALSE,7194,9179,837,2,127,6.16,Jewelpet Movie: Sweets Dance Princess,Original,Sotsu,Fantasy,Studio Comet
5795,12967,12,FALSE,6226,678,140850,287,66613,6.39,Arcana Famiglia,Visual novel,Frontier Works,Action,J.C.Staff
5796,12971,1,FALSE,7889,11156,312,0,82,5.93,Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,Unknown,unknown,Magic,Toei Animation
5797,12979,51,FALSE,2708,1835,44066,180,17949,7.24,Naruto SD: Rock Lee no Seishun Full-Power Ninden,Manga,TV Tokyo,Action,Studio Pierrot
5798,12981,1,FALSE,11724,10397,452,1,22,5.55,Kono Shihai kara no Sotsugyou: Ozaki Yutaka,Unknown,unknown,Historical,Toei Animation
5799,12991,3,FALSE,5308,7137,2215,1,463,6.61,Katte ni Kaizou Specials,Manga,unknown,Comedy,Shaft
5800,12993,1,FALSE,8842,10950,347,1,177,5.54,Sono Mukou no Mukougawa,Unknown,Mag Garden,Music,unknown
5801,13029,26,FALSE,4236,7385,1975,7,472,6.84,Arashi no Yoru ni: Himitsu no Tomodachi,Book,Bandai Visual,Adventure,Sparky Animation
5802,13041,1,FALSE,8732,11422,270,0,65,5.59,Battle Break,Unknown,unknown,Action,OLM
5803,13047,1,FALSE,4747,9711,629,2,172,6.73,Anime Koukyoushi: Jungle Taitei,Unknown,Tezuka Productions,Adventure,Madhouse
5804,13053,1,FALSE,4951,7042,2297,3,1415,6.68,Aimai Elegy,Unknown,unknown,Music,unknown
5805,13055,2,FALSE,2363,1289,71460,42,39876,7.33,Sankarea OVA,Manga,Lantis,Comedy,Studio Deen
5806,13073,2,FALSE,2527,5982,3637,2,1377,7.29,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials,Unknown,M.S.C,Sports,Production I.G
5807,13083,1,FALSE,8887,11031,332,0,152,5.51,Fushigi na Kusuri,Unknown,unknown,Slice of Life,unknown
5808,13085,1,FALSE,9424,11475,266,1,110,5.23,Kitsutsuki Keikaku,Unknown,unknown,Slice of Life,unknown
5809,13087,1,FALSE,9386,11355,283,0,114,5.26,Youkoso Uchuujin,Unknown,unknown,Comedy,unknown
5810,13089,1,FALSE,8739,11231,298,0,126,5.59,Hana to Mogura,Unknown,unknown,Comedy,unknown
5811,13091,1,FALSE,9147,12144,202,0,73,5.4,Ojiichan ga Kaizoku Datta Koro,Original,unknown,Comedy,unknown
5812,13093,1,FALSE,2515,2618,24097,33,13842,7.29,Nazo no Kanojo X: Nazo no Natsu Matsuri,Unknown,Hoods Entertainment,Ecchi,unknown
5813,13103,1,FALSE,12591,11542,260,0,10,6.6,Ponta to Ensoku,Unknown,Arplants,Adventure,unknown
5814,13115,12,FALSE,1395,1961,39425,145,15076,7.59,Hakuouki Reimeiroku,Visual novel,unknown,Action,Studio Deen
5815,13117,1,FALSE,836,3055,17979,75,5511,7.83,Hakuouki Movie 1: Kyoto Ranbu,Visual novel,Geneon Universal Entertainment,Action,Studio Deen
5816,13119,1,FALSE,643,3453,14066,62,4071,7.94,Hakuouki Movie 2: Shikon Soukyuu,Visual novel,unknown,Action,Studio Deen
5817,13125,25,FALSE,136,117,455326,17612,172470,8.45,Shinsekai yori,Novel,Aniplex,Sci-Fi,A-1 Pictures
5818,13137,1,FALSE,5789,5501,4490,2,1423,6.5,Itsuka Tenma no Kuro Usagi Special,Light novel,unknown,Comedy,Zexcs
5819,13139,25,FALSE,5623,4848,6111,7,1966,6.54,Gakkatsu!,Original,Fanworks,Comedy,NHK
5820,13141,26,FALSE,8206,4448,7631,9,2490,5.82,Shibainuko-san,Manga,DAX Production,Comedy,Hotline
5821,13143,51,FALSE,7183,6859,2511,3,1057,6.16,Baku Tech! Bakugan,Unknown,Shogakukan Music & Digital Entertainment,Action,unknown
5822,13145,39,FALSE,3662,3331,15130,34,7843,7,Cardfight!! Vanguard: Asia Circuit-hen,Original,TV Tokyo,Action,TMS Entertainment
5823,13153,1,FALSE,6390,9004,916,0,561,6.36,Renkyori Enai,Unknown,unknown,Music,unknown
5824,13159,60,FALSE,5794,4632,6857,9,1414,6.5,Kuromajo-san ga Tooru!!,Novel,NHK,Comedy,Shin-Ei Animation
5825,13161,12,FALSE,3150,350,237932,981,126306,7.13,Hagure Yuusha no Aesthetica,Light novel,Genco,Action,Arms
5826,13163,258,FALSE,3320,4213,8681,26,607,7.09,Furusato Saisei: Nippon no Mukashibanashi,Other,TV Tokyo,Historical,Tomason
5827,13165,52,FALSE,12485,12599,172,0,14,5,Paboo & Mojies,Original,unknown,Kids,Dongwoo A&E
5828,13167,26,FALSE,13715,12240,195,1,15,5.67,Zoobles!,Unknown,unknown,Kids,Dongwoo A&E
5829,13169,1,FALSE,5821,4592,7027,5,4116,6.49,Buta,Unknown,unknown,Adventure,Telecom Animation Film
5830,13171,1,FALSE,3107,2519,25755,33,12946,7.15,Wasurenagumo,Unknown,unknown,Comedy,Production I.G
5831,13173,1,FALSE,4639,5588,4301,4,2321,6.76,Puka Puka Juju,Unknown,The Answer Studio,Fantasy,unknown
5832,13175,1,FALSE,6566,5934,3718,0,1927,6.32,Shiranpuri (Movie),Unknown,unknown,School,Shirogumi
5833,13177,50,FALSE,11845,11647,245,0,37,6.08,Little Charo,Original,NHK,Slice of Life,unknown
5834,13179,50,FALSE,11846,12306,190,0,26,5.69,Little Charo 2,Original,NHK,Slice of Life,unknown
5835,13183,2,FALSE,2941,3290,15559,9,4587,7.18,Fate/Zero Remix,Light novel,Aniplex,Action,ufotable
5836,13185,52,FALSE,6064,6190,3309,8,897,6.43,Juusen Battle Monsuno,Unknown,TV Tokyo,Action,Larx Entertainment
5837,13195,1,FALSE,7605,10869,360,0,205,6.04,"Misenai Namida wa, Kitto Itsuka",Unknown,unknown,Fantasy,unknown
5838,13201,25,FALSE,4260,4005,9839,5,4983,6.84,Monster Farm: Legend e no Michi,Game,unknown,Action,TMS Entertainment
5839,13203,13,FALSE,866,2090,35696,313,13990,7.82,Lupin the Third: Mine Fujiko to Iu Onna,Manga,Tohokushinsha Film Corporation,Action,TMS Entertainment
5840,13207,9,FALSE,8270,11524,260,0,63,5.79,Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,Unknown,unknown,Comedy,unknown
5841,13215,1,FALSE,6471,5743,4014,7,1357,6.34,Guskou Budori no Denki (2012),Novel,Bandai Visual,Slice of Life,Tezuka Productions
5842,13231,38,FALSE,6249,4865,6086,10,2644,6.39,Metal Fight Beyblade Zero G,Manga,unknown,Adventure,Tatsunoko Production
5843,13233,6,FALSE,8464,9540,691,0,192,5.71,Mugen no Ryvius: Illusion,Unknown,unknown,Comedy,Sunrise
5844,13239,1,FALSE,6070,4704,6614,14,3527,6.43,Mass Effect: Paragon Lost,Game,unknown,Action,Production I.G
5845,13245,7,FALSE,1378,4509,7351,20,2816,7.6,Shin Tennis no Ouji-sama Specials,Unknown,Nihon Ad Systems,Action,Production I.G
5846,13247,1,FALSE,4333,7219,2136,0,752,6.82,Lupin III: Lupin Ikka Seizoroi,Unknown,Tokyo Movie Shinsha,Adventure,unknown
5847,13249,1,FALSE,8562,7604,1796,0,518,5.67,Lupin VIII,Unknown,unknown,Adventure,TMS Entertainment
5848,13251,3,FALSE,5846,6691,2707,3,1312,6.49,Shin Hikari Shinwa: Palutena no Kagami,Game,unknown,Adventure,Production I.G
5849,13253,1,FALSE,5428,5989,3626,2,2163,6.58,Blossom,Unknown,unknown,Music,Ordet
5850,13255,1,FALSE,8146,9605,666,0,344,5.84,Haru wa Kuru,Unknown,unknown,Adventure,Studio 4°C
5851,13259,1,FALSE,8678,6044,3546,0,1912,5.62,Kyoto Animation: Ajisai-hen,Original,Lantis,Magic,Kyoto Animation
5852,13261,51,FALSE,2239,2715,22587,198,12721,7.36,Inazuma Eleven Go: Chrono Stone,Game,unknown,Sports,OLM
5853,13263,6,FALSE,4800,2537,25419,17,11075,6.72,Fate/Zero: Onegai! Einzbern Soudanshitsu,Unknown,Aniplex,Comedy,ufotable
5854,13267,3,FALSE,1558,3027,18270,18,8938,7.54,Shinryaku!! Ika Musume,Manga,Lantis,Slice of Life,Diomedea
5855,13271,1,FALSE,2269,1295,71169,137,42208,7.35,Hunter x Hunter Movie 1: Phantom Rouge,Manga,VAP,Action,Madhouse
5856,13281,1,FALSE,4464,7353,2005,3,1250,6.79,FlashBack,Unknown,"""Toys Factory""",Music,unknown
5857,13283,4,FALSE,5929,3704,11727,11,4577,6.47,One Off,Original,Dentsu,Slice of Life,TYO Animations
5858,13287,2,FALSE,4092,7987,1485,0,581,6.88,Galaxy Angel Specials,Unknown,Broccoli,Comedy,Madhouse
5859,13299,1,FALSE,8297,10361,460,0,119,5.78,Houkago no Tinker Bell,Light novel,Youmex,Comedy,Production Reed
5860,13303,1,FALSE,8378,8525,1164,0,75,5.75,Usogui,Manga,unknown,Game,Shueisha
5861,13307,65,FALSE,12938,10723,384,1,46,5.61,Shounen Ninja Kaze no Fujimaru,Unknown,unknown,Action,Toei Animation
5862,13309,1,FALSE,8303,6380,3095,0,1699,5.78,Kyoto Animation: Hoshi-hen,Original,Lantis,Fantasy,Kyoto Animation
5863,13311,1,FALSE,10199,10632,402,0,222,4.07,Henshin Gattai! 5 tsu no Atsuki Tamashii,Original,unknown,Super Power,Gainax
5864,13331,12,FALSE,570,832,116518,525,65448,8,Jormungand: Perfect Order,Manga,Geneon Universal Entertainment,Action,White Fox
5865,13333,13,FALSE,2169,923,107243,472,43006,7.38,Tari Tari,Original,Bandai Visual,Music,P.A. Works
5866,13335,1,FALSE,1835,2979,18875,59,7323,7.45,Fuse: Teppou Musume no Torimonochou,Book,TV Tokyo,Action,TMS Entertainment
5867,13349,13,FALSE,1567,2890,20042,89,6199,7.53,Chouyaku Hyakuninisshu: Uta Koi.,Manga,TV Tokyo,Comedy,TYO Animations
5868,13357,6,FALSE,2184,859,113473,303,67501,7.37,High School DxD Specials,Light novel,Genco,Ecchi,TNK
5869,13359,1,FALSE,10066,10838,367,0,181,4.6,PistStar,Unknown,unknown,Magic,unknown
5870,13365,1,FALSE,12745,12552,175,0,40,4.85,Samchongsa: Time Machine 001,Unknown,Sunwoo Entertainment,Adventure,unknown
5871,13367,12,FALSE,4628,715,133809,195,65911,6.76,"Kono Naka ni Hitori, Imouto ga Iru!",Light novel,Lantis,Harem,Studio Gokumi
5872,13369,1,FALSE,9262,11286,291,0,133,5.32,Cornelis,Unknown,unknown,Comedy,unknown
5873,13373,1,FALSE,8302,6208,3295,0,1851,5.78,Kyoto Animation: Hana-hen,Original,unknown,Slice of Life,Kyoto Animation
5874,13375,1,FALSE,8722,6394,3083,0,1709,5.6,Kyoto Animation: Sora-hen,Original,unknown,Slice of Life,Kyoto Animation
5875,13377,13,FALSE,3888,2790,21461,6,12824,6.94,Recorder to Randoseru Re?,4-koma manga,Takeshobo,Comedy,Seven
5876,13391,1,FALSE,1712,1366,67484,245,31494,7.49,Rakuen Tsuihou,Original,Toei Animation,Action,Graphinica
5877,13403,1,FALSE,1073,1449,61861,103,34319,7.72,Inu x Boku SS Special,Manga,Aniplex,Comedy,David Production
5878,13405,1,FALSE,10290,4461,7582,26,5609,2.09,Utsu Musume Sayuri,Original,unknown,Comedy,unknown
5879,13407,2,FALSE,8690,10964,344,0,164,5.61,Doudou,Unknown,unknown,Fantasy,unknown
5880,13409,11,FALSE,2707,2920,19556,17,9940,7.24,Moyashimon Returns,Manga,Aniplex,Comedy,Telecom Animation Film
5881,13411,1,FALSE,3515,1311,70393,76,38778,7.04,Guilty Crown: Lost Christmas - An Episode of Port Town,Original,Nitroplus,Action,Production I.G
5882,13421,1,FALSE,10089,10382,454,0,239,4.54,Wheels,Unknown,unknown,Comedy,unknown
5883,13423,1,FALSE,9288,12504,178,1,66,5.31,Fushigi Sekai Atagoul Monogatari,Unknown,unknown,Adventure,unknown
5884,13427,7,FALSE,8493,6560,2866,0,1431,5.7,PES: Peace Eco Smile,Unknown,unknown,Slice of Life,Studio 4°C
5885,13429,4,FALSE,1847,2780,21636,17,9222,7.45,Sakasama no Patema: Beginning of the Day,Unknown,Asmik Ace,Sci-Fi,Studio Rikka
5886,13431,38,FALSE,11207,11311,288,0,49,5.88,Himitsukessha Taka no Tsume NEO,Unknown,unknown,Comedy,DLE
5887,13433,78,FALSE,11217,11933,218,1,36,5.83,himitsukesshatakanotsume.jp,Unknown,unknown,Comedy,DLE
